Index,dataset_name,resource_name,resource_filename,resource_url,new_resource_url,scraperwiki_name,dir,file,status,update_status
181,indicadores-del-sidih,sidih_545.csv,sidih_545.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_545.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_545.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_545.csv,Ok,UPLOADED
182,indicadores-del-sidih,sidih_642.csv,sidih_642.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_642.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_642.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_642.csv,Ok,UPLOADED
183,indicadores-del-sidih,sidih_384.csv,sidih_384.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_384.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_384.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_384.csv,Ok,UPLOADED
184,indicadores-del-sidih,sidih_337.csv,sidih_337.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_337.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_337.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_337.csv,Ok,UPLOADED
185,indicadores-del-sidih,sidih_343.csv,sidih_343.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_343.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_343.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_343.csv,Ok,UPLOADED
186,indicadores-del-sidih,sidih_322.csv,sidih_322.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_322.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_322.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_322.csv,Ok,UPLOADED
187,indicadores-del-sidih,sidih_190.csv,sidih_190.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_190.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_190.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_190.csv,Ok,UPLOADED
188,indicadores-del-sidih,sidih_540.csv,sidih_540.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_540.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_540.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_540.csv,Ok,UPLOADED
189,indicadores-del-sidih,sidih_541.csv,sidih_541.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_541.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_541.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_541.csv,Ok,UPLOADED
190,indicadores-del-sidih,sidih_495.csv,sidih_495.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_495.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_495.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_495.csv,Ok,UPLOADED
191,indicadores-del-sidih,sidih_3.csv,sidih_3.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_3.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_3.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_3.csv,Ok,UPLOADED
192,indicadores-del-sidih,sidih_588.csv,sidih_588.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_588.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_588.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_588.csv,Ok,UPLOADED
193,indicadores-del-sidih,sidih_504.csv,sidih_504.csv,https://ds-ec2.scraperwiki.com/egzfk1p/siqsxsgjnxgk3r2/cgi-bin/csv/sidih_504.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/indicadores-del-sidih/sidih_504.csv,,ds2/indicadores-del-sidih,ds2/indicadores-del-sidih/sidih_504.csv,Ok,UPLOADED
194,ebola-cases-2014,ebola_data_db_format.csv,ebola_data_db_format.csv,https://ds-ec2.scraperwiki.com/g7nnqgn/ckm9nsfssakeuor/cgi-bin/csv/ebola_data_db_format.csv,https://ocha-dap.github.io/scraperwiki-snapshot/datasets/ebola-cases-2014/ebola_data_db_format.csv,,ds2/ebola-cases-2014,ds2/ebola-cases-2014/ebola_data_db_format.csv,Ok,UPLOADED
